,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_month_num,arrival_date,total_nights,total_guests,has_children,has_agent,has_company,adr_per_person,lead_time_band,stay_length_band,guest_mix
21,Resort Hotel,0,72,2015,July,27,1,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,0.0,0,Transient,84.67,0,1,Check-Out,2015-07-07,7,2015-07-01,6,2.0,0,1,0,42.335,31-90 days,4-7 nights,couple
22,Resort Hotel,0,72,2015,July,27,1,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,0.0,0,Transient,84.67,0,1,Check-Out,2015-07-07,7,2015-07-01,6,2.0,0,1,0,42.335,31-90 days,4-7 nights,couple
23,Resort Hotel,0,72,2015,July,27,1,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0.0,0,Transient,99.67,0,1,Check-Out,2015-07-07,7,2015-07-01,6,2.0,0,1,0,49.835,31-90 days,4-7 nights,couple
24,Resort Hotel,0,127,2015,July,27,1,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,115.0,0.0,0,Contract,94.95,0,1,Check-Out,2015-07-01,7,2015-07-01,7,2.0,0,1,0,47.475,91-180 days,4-7 nights,couple
25,Resort Hotel,0,78,2015,July,27,1,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,0.0,0,Transient,63.6,1,0,Check-Out,2015-07-08,7,2015-07-01,7,2.0,0,1,0,31.8,31-90 days,4-7 nights,couple
26,Resort Hotel,0,48,2015,July,27,1,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Contract,79.5,0,0,Check-Out,2015-07-08,7,2015-07-01,7,2.0,0,1,0,39.75,31-90 days,4-7 nights,couple
27,Resort Hotel,1,60,2015,July,27,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,107.0,0,2,Canceled,2015-05-11,7,2015-07-01,7,2.0,0,1,0,53.5,31-90 days,4-7 nights,couple
28,Resort Hotel,0,77,2015,July,27,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,94.0,0,0,Check-Out,2015-07-08,7,2015-07-01,7,2.0,0,1,0,47.0,31-90 days,4-7 nights,couple
29,Resort Hotel,0,99,2015,July,27,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,87.3,1,1,Check-Out,2015-07-08,7,2015-07-01,7,2.0,0,1,0,43.65,91-180 days,4-7 nights,couple
30,Resort Hotel,0,118,2015,July,27,1,4,10,1,0.0,0,BB,Unknown,Direct,Direct,0,0,0,A,A,2,No Deposit,0.0,0.0,0,Transient,62.0,0,2,Check-Out,2015-07-15,7,2015-07-01,14,1.0,0,0,0,62.0,91-180 days,8-14 nights,solo
31,Resort Hotel,0,95,2015,July,27,1,4,11,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,63.86,0,0,Check-Out,2015-07-16,7,2015-07-01,15,2.0,0,1,0,31.93,91-180 days,15+ nights,couple
32,Resort Hotel,1,96,2015,July,27,1,2,8,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,108.3,0,2,Canceled,2015-05-29,7,2015-07-01,10,2.0,0,0,0,54.15,91-180 days,8-14 nights,couple
33,Resort Hotel,0,69,2015,July,27,2,2,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,175.0,0.0,0,Transient,65.5,0,0,Check-Out,2015-07-08,7,2015-07-02,6,2.0,0,1,0,32.75,31-90 days,4-7 nights,couple
34,Resort Hotel,1,45,2015,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,108.8,0,1,Canceled,2015-05-19,7,2015-07-02,4,3.0,0,1,0,36.266666666666666,31-90 days,4-7 nights,group
35,Resort Hotel,1,40,2015,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,108.8,0,1,Canceled,2015-06-19,7,2015-07-02,4,3.0,0,1,0,36.266666666666666,31-90 days,4-7 nights,group
36,Resort Hotel,0,15,2015,July,27,2,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,98.0,0,0,Check-Out,2015-07-06,7,2015-07-02,4,2.0,0,1,0,49.0,8-30 days,4-7 nights,couple
37,Resort Hotel,0,36,2015,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,108.8,0,1,Check-Out,2015-07-06,7,2015-07-02,4,3.0,0,1,0,36.266666666666666,31-90 days,4-7 nights,group
38,Resort Hotel,1,43,2015,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,108.8,0,0,Canceled,2015-05-23,7,2015-07-02,4,3.0,0,1,0,36.266666666666666,31-90 days,4-7 nights,group
39,Resort Hotel,0,70,2015,July,27,2,2,3,2,0.0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0.0,0,Transient,137.0,0,1,Check-Out,2015-07-07,7,2015-07-02,5,2.0,0,1,0,68.5,31-90 days,4-7 nights,couple
40,Resort Hotel,1,45,2015,July,27,2,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,0.0,0,Transient,117.81,0,0,Canceled,2015-05-18,7,2015-07-02,5,2.0,0,1,0,58.905,31-90 days,4-7 nights,couple
41,Resort Hotel,0,45,2015,July,27,2,2,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Contract,79.5,0,0,Check-Out,2015-07-07,7,2015-07-02,5,2.0,0,1,0,39.75,31-90 days,4-7 nights,couple
42,Resort Hotel,0,16,2015,July,27,2,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-07,7,2015-07-02,5,2.0,0,0,0,61.5,8-30 days,4-7 nights,couple
43,Resort Hotel,0,70,2015,July,27,2,2,3,2,0.0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0.0,0,Transient,137.0,0,1,Check-Out,2015-07-07,7,2015-07-02,5,2.0,0,1,0,68.5,31-90 days,4-7 nights,couple
44,Resort Hotel,0,107,2015,July,27,2,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,110.7,0,2,Check-Out,2015-07-09,7,2015-07-02,7,2.0,0,1,0,55.35,91-180 days,4-7 nights,couple
45,Resort Hotel,1,47,2015,July,27,2,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,153.0,0,0,Canceled,2015-06-02,7,2015-07-02,7,4.0,1,1,0,38.25,31-90 days,4-7 nights,family
46,Resort Hotel,0,96,2015,July,27,2,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0.0,0,Transient,58.95,0,1,Check-Out,2015-07-09,7,2015-07-02,7,2.0,0,1,0,29.475,91-180 days,4-7 nights,couple
47,Resort Hotel,0,113,2015,July,27,2,2,5,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,0.0,0,Transient-Party,82.88,0,2,Check-Out,2015-07-09,7,2015-07-02,7,2.0,0,1,0,41.44,91-180 days,4-7 nights,couple
48,Resort Hotel,0,90,2015,July,27,2,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,243.0,0.0,0,Contract,82.35,0,0,Check-Out,2015-07-09,7,2015-07-02,7,2.0,0,1,0,41.175,31-90 days,4-7 nights,couple
49,Resort Hotel,0,50,2015,July,27,2,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,241.0,0.0,0,Transient,119.35,0,1,Check-Out,2015-07-09,7,2015-07-02,7,2.0,0,1,0,59.675,31-90 days,4-7 nights,couple
50,Resort Hotel,0,113,2015,July,27,2,2,5,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,0.0,0,Transient-Party,67.58,0,2,Check-Out,2015-07-09,7,2015-07-02,7,2.0,0,1,0,33.79,91-180 days,4-7 nights,couple
51,Resort Hotel,0,93,2015,July,27,2,3,8,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0.0,0,Contract,56.01,0,0,Check-Out,2015-07-13,7,2015-07-02,11,2.0,0,1,0,28.005,91-180 days,8-14 nights,couple
52,Resort Hotel,0,76,2015,July,27,2,4,10,2,0.0,0,BB,OMN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,110.7,0,0,Check-Out,2015-07-16,7,2015-07-02,14,2.0,0,1,0,55.35,31-90 days,8-14 nights,couple
53,Resort Hotel,0,3,2015,July,27,2,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,88.2,1,0,Check-Out,2015-07-03,7,2015-07-02,1,2.0,0,1,0,44.1,0-7 days,0-1 nights,couple
54,Resort Hotel,0,1,2015,July,27,2,0,1,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,147.0,1,0,Check-Out,2015-07-03,7,2015-07-02,1,2.0,0,1,0,73.5,0-7 days,0-1 nights,couple
55,Resort Hotel,0,1,2015,July,27,2,0,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0.0,0,Transient,107.0,1,2,Check-Out,2015-07-03,7,2015-07-02,1,4.0,1,0,0,26.75,0-7 days,0-1 nights,family
56,Resort Hotel,0,0,2015,July,27,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,0.0,0.0,0,Transient,147.0,0,0,Check-Out,2015-07-03,7,2015-07-02,1,2.0,0,0,0,73.5,0-7 days,0-1 nights,couple
57,Resort Hotel,0,0,2015,July,27,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,117.9,0,2,Check-Out,2015-07-03,7,2015-07-02,1,2.0,0,1,0,58.95,0-7 days,0-1 nights,couple
58,Resort Hotel,0,0,2015,July,27,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-03,7,2015-07-02,1,2.0,0,0,0,61.5,0-7 days,0-1 nights,couple
59,Resort Hotel,0,14,2015,July,27,2,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242.0,0.0,0,Transient,98.0,0,1,Check-Out,2015-07-04,7,2015-07-02,2,2.0,0,1,0,49.0,8-30 days,2-3 nights,couple
60,Resort Hotel,0,10,2015,July,27,2,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,0.0,0,Transient,117.81,0,0,Check-Out,2015-07-04,7,2015-07-02,2,2.0,0,1,0,58.905,8-30 days,2-3 nights,couple
61,Resort Hotel,0,5,2015,July,27,2,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,135.0,1,2,Check-Out,2015-07-04,7,2015-07-02,2,2.0,0,1,0,67.5,0-7 days,2-3 nights,couple
62,Resort Hotel,0,17,2015,July,27,2,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,133.0,0,1,Check-Out,2015-07-05,7,2015-07-02,3,2.0,0,1,0,66.5,8-30 days,2-3 nights,couple
63,Resort Hotel,0,93,2015,July,27,2,0,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,115.0,0.0,0,Contract,58.95,0,0,Check-Out,2015-07-05,7,2015-07-02,3,2.0,0,1,0,29.475,91-180 days,2-3 nights,couple
64,Resort Hotel,1,3,2015,July,27,2,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,136.33,0,2,Canceled,2015-06-29,7,2015-07-02,3,2.0,0,1,0,68.165,0-7 days,2-3 nights,couple
65,Resort Hotel,0,10,2015,July,27,3,0,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,240.0,0.0,0,Transient,153.0,1,0,Check-Out,2015-07-05,7,2015-07-03,2,4.0,1,1,0,38.25,8-30 days,2-3 nights,family
66,Resort Hotel,0,3,2015,July,27,3,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,110.5,0,0,Check-Out,2015-07-05,7,2015-07-03,2,2.0,0,1,0,55.25,0-7 days,2-3 nights,couple
67,Resort Hotel,0,51,2015,July,27,3,0,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient,97.0,0,0,Check-Out,2015-07-05,7,2015-07-03,2,2.0,0,1,0,48.5,31-90 days,2-3 nights,couple
68,Resort Hotel,1,71,2015,July,27,3,0,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,110.3,0,2,Canceled,2015-06-16,7,2015-07-03,2,3.0,0,1,0,36.766666666666666,31-90 days,2-3 nights,group
69,Resort Hotel,1,63,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,82.0,0,2,Canceled,2015-06-18,7,2015-07-03,2,2.0,0,1,0,41.0,31-90 days,2-3 nights,couple
70,Resort Hotel,1,62,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,97.0,0,1,Canceled,2015-07-03,7,2015-07-03,2,2.0,0,1,0,48.5,31-90 days,2-3 nights,couple
71,Resort Hotel,1,101,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,73.8,0,1,Canceled,2015-06-12,7,2015-07-03,2,2.0,0,1,0,36.9,91-180 days,2-3 nights,couple
72,Resort Hotel,0,2,2015,July,27,3,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0.0,0,Transient,91.5,0,0,Check-Out,2015-07-05,7,2015-07-03,2,2.0,0,1,0,45.75,0-7 days,2-3 nights,couple
73,Resort Hotel,0,15,2015,July,27,3,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,114.5,0,0,Check-Out,2015-07-05,7,2015-07-03,2,2.0,0,1,0,57.25,8-30 days,2-3 nights,couple
74,Resort Hotel,1,51,2015,July,27,3,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,110.3,0,0,Canceled,2015-06-09,7,2015-07-03,2,3.0,0,1,0,36.766666666666666,31-90 days,2-3 nights,group
75,Resort Hotel,0,3,2015,July,27,3,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,90.9,1,0,Check-Out,2015-07-06,7,2015-07-03,3,2.0,0,1,0,45.45,0-7 days,2-3 nights,couple
76,Resort Hotel,1,48,2015,July,27,3,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,123.0,0,0,Canceled,2015-05-26,7,2015-07-03,3,2.0,0,1,0,61.5,31-90 days,2-3 nights,couple
77,Resort Hotel,0,2,2015,July,27,3,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,122.0,0,0,Check-Out,2015-07-07,7,2015-07-03,4,1.0,0,1,0,122.0,0-7 days,4-7 nights,solo
78,Resort Hotel,0,72,2015,July,27,3,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105.0,0.0,0,Transient,110.7,1,0,Check-Out,2015-07-07,7,2015-07-03,4,2.0,0,1,0,55.35,31-90 days,4-7 nights,couple
79,Resort Hotel,0,81,2015,July,27,3,2,6,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,0.0,0,Transient,85.86,0,0,Check-Out,2015-07-11,7,2015-07-03,8,3.0,0,1,0,28.62,31-90 days,8-14 nights,group
80,Resort Hotel,0,99,2015,July,27,3,2,7,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,58.95,0,0,Check-Out,2015-07-12,7,2015-07-03,9,2.0,0,1,0,29.475,91-180 days,8-14 nights,couple
81,Resort Hotel,1,368,2015,July,27,3,3,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,55.68,0,0,Canceled,2015-05-19,7,2015-07-03,10,2.0,0,1,0,27.84,181+ days,8-14 nights,couple
82,Resort Hotel,0,364,2015,July,27,3,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,55.68,0,0,Check-Out,2015-07-13,7,2015-07-03,10,2.0,0,1,0,27.84,181+ days,8-14 nights,couple
83,Resort Hotel,1,81,2015,July,27,3,3,7,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,0.0,0,Transient,124.0,0,1,Canceled,2015-06-09,7,2015-07-03,10,2.0,0,1,0,62.0,31-90 days,8-14 nights,couple
84,Resort Hotel,0,99,2015,July,27,3,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,0.0,0,Contract,111.15,0,0,Check-Out,2015-07-13,7,2015-07-03,10,2.0,0,1,0,55.575,91-180 days,8-14 nights,couple
85,Resort Hotel,0,324,2015,July,27,3,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0.0,0,Contract,134.73,0,0,Check-Out,2015-07-17,7,2015-07-03,14,2.0,0,1,0,67.365,181+ days,8-14 nights,couple
86,Resort Hotel,0,69,2015,July,27,3,4,10,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,241.0,0.0,0,Transient,92.45,0,1,Check-Out,2015-07-17,7,2015-07-03,14,2.0,0,1,0,46.225,31-90 days,8-14 nights,couple
87,Resort Hotel,1,79,2015,July,27,3,6,15,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,108.73,0,2,Canceled,2015-04-15,7,2015-07-03,21,3.0,1,1,0,36.24333333333333,31-90 days,15+ nights,family
88,Resort Hotel,0,12,2015,July,27,3,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,73.8,0,0,Check-Out,2015-07-04,7,2015-07-03,1,2.0,0,1,0,36.9,8-30 days,0-1 nights,couple
89,Resort Hotel,0,9,2015,July,27,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,98.0,1,2,Check-Out,2015-07-04,7,2015-07-03,1,2.0,0,1,0,49.0,8-30 days,0-1 nights,couple
90,Resort Hotel,0,1,2015,July,27,3,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,131.0,0,1,Check-Out,2015-07-04,7,2015-07-03,1,2.0,0,1,0,65.5,0-7 days,0-1 nights,couple
